Date,Open,High,Low,Close,Adj Close,Volume
2018-12-28,2498.77,2520.27,2443.96,2447.89,2447.89,14782350000
2018-12-21,2465.38,2504.41,2346.58,2488.83,2488.83,18660310000
2018-12-14,2629.68,2635.07,2441.18,2467.42,2467.42,24017590000
2018-12-07,2691.26,2708.54,2583.23,2650.54,2650.54,20376200000
2018-11-30,2737.76,2800.18,2621.53,2695.95,2695.95,18586030000
2018-11-23,2633.36,2753.75,2631.09,2737.80,2737.80,16253320000
2018-11-16,2718.54,2746.75,2631.52,2649.93,2649.93,15412130000
2018-11-09,2794.10,2794.10,2670.75,2730.20,2730.20,20497440000
2018-11-02,2745.45,2815.15,2700.44,2806.83,2806.83,19058570000
2018-10-26,2667.86,2741.67,2603.54,2740.37,2740.37,24494820000
2018-10-19,2775.66,2797.77,2651.89,2705.57,2705.57,20701520000
2018-10-12,2770.54,2816.94,2729.44,2768.78,2768.78,17797820000
2018-10-05,2902.54,2909.64,2710.51,2728.37,2728.37,19722680000
2018-09-28,2910.03,2939.86,2883.92,2901.61,2901.61,17406070000
2018-09-21,2936.76,2940.91,2903.28,2914.00,2914.00,18894280000
2018-09-14,2906.38,2934.80,2886.16,2930.75,2930.75,15947560000
2018-09-07,2868.26,2906.76,2864.12,2904.18,2904.18,15247550000
2018-08-31,2898.37,2906.32,2867.29,2878.05,2878.05,12367660000
2018-08-24,2862.35,2916.50,2862.35,2901.13,2901.13,13771820000
2018-08-17,2838.32,2873.23,2833.73,2856.98,2856.98,14394500000
2018-08-10,2838.90,2850.49,2802.49,2840.69,2840.69,16314400000
2018-08-03,2829.62,2863.43,2827.37,2853.58,2853.58,15152400000
2018-07-27,2842.35,2843.17,2796.34,2827.22,2827.22,17605180000
2018-07-20,2804.55,2848.03,2795.14,2837.44,2837.44,16853840000
2018-07-13,2796.93,2816.76,2789.24,2804.49,2804.49,14894490000
2018-07-06,2737.68,2799.22,2733.52,2798.29,2798.29,14560860000
2018-06-29,2727.13,2743.26,2698.95,2736.61,2736.61,11573460000
2018-06-22,2760.79,2764.17,2691.99,2716.31,2716.31,19965380000
2018-06-15,2777.78,2782.81,2743.19,2749.76,2749.76,19107990000
2018-06-08,2765.84,2791.47,2763.59,2782.49,2782.49,17198380000
2018-06-01,2718.70,2779.90,2718.70,2770.37,2770.37,18032810000
2018-05-25,2723.60,2729.34,2676.81,2705.27,2705.27,14566160000
2018-05-18,2717.35,2742.24,2707.38,2727.76,2727.76,16439800000
2018-05-11,2722.70,2742.10,2701.91,2720.13,2720.13,15887030000
2018-05-04,2621.45,2726.11,2615.32,2723.07,2723.07,17641460000
2018-04-27,2675.47,2682.87,2594.62,2629.73,2629.73,18461390000
2018-04-20,2692.56,2693.94,2612.67,2666.94,2666.94,17429270000
2018-04-13,2676.90,2717.49,2645.05,2693.13,2693.13,16082620000
2018-04-06,2645.82,2674.72,2586.27,2663.99,2663.99,16067510000
2018-03-30,2633.45,2672.08,2553.80,2662.84,2662.84,13631280000
2018-03-23,2646.71,2674.78,2585.89,2640.87,2640.87,18576860000
2018-03-16,2750.57,2761.85,2641.59,2643.69,2643.69,19229430000
2018-03-09,2752.91,2801.90,2741.47,2747.33,2747.33,16856460000
2018-03-02,2658.89,2740.45,2647.32,2738.97,2738.97,17626650000
2018-02-23,2715.80,2789.15,2659.65,2677.67,2677.67,19148080000
2018-02-16,2727.14,2754.42,2697.77,2703.96,2703.96,14803500000
2018-02-09,2601.78,2731.51,2532.69,2731.20,2731.20,20970950000
2018-02-02,2808.92,2808.92,2580.56,2581.00,2581.00,25548550000
2018-01-26,2847.48,2872.87,2812.70,2821.98,2821.98,19327820000
2018-01-19,2802.60,2852.97,2798.08,2839.25,2839.25,18707220000
2018-01-12,2770.18,2807.54,2768.64,2798.03,2798.03,15443740000
2018-01-05,2731.33,2767.56,2727.92,2767.56,2767.56,17178490000
2017-12-29,2689.15,2729.29,2673.61,2723.99,2723.99,13086560000
2017-12-22,2684.22,2687.66,2677.96,2687.54,2687.54,8749480000
2017-12-15,2660.63,2694.97,2659.14,2684.57,2684.57,19411720000
2017-12-08,2646.21,2671.88,2644.10,2652.01,2652.01,16848260000
2017-12-01,2645.10,2665.19,2605.52,2636.98,2636.98,18074480000
2017-11-24,2600.42,2657.74,2598.87,2647.58,2647.58,16953280000
2017-11-17,2582.94,2601.19,2577.62,2597.08,2597.08,12449080000
2017-11-10,2580.18,2590.09,2557.45,2585.64,2585.64,17454840000
2017-11-03,2581.93,2597.02,2566.33,2584.62,2584.62,18668420000
2017-10-27,2570.26,2588.40,2565.94,2579.85,2579.85,19292090000
2017-10-20,2567.56,2578.29,2544.00,2560.40,2560.40,17821800000
2017-10-13,2555.66,2564.11,2547.92,2562.10,2562.10,14989230000
2017-10-06,2547.44,2555.33,2541.60,2550.93,2550.93,14496420000
2017-09-29,2509.96,2552.51,2507.99,2552.07,2552.07,15600610000
2017-09-22,2497.26,2511.75,2488.03,2510.06,2510.06,15921380000
2017-09-15,2495.67,2508.85,2493.16,2500.60,2500.60,17871590000
2017-09-08,2462.25,2498.43,2459.40,2495.62,2495.62,16629940000
2017-09-01,2474.42,2480.38,2446.55,2465.10,2465.10,12980950000
2017-08-25,2444.72,2475.01,2428.20,2471.65,2471.65,14007370000
2017-08-18,2427.64,2454.77,2417.35,2438.97,2438.97,14658240000
2017-08-11,2441.04,2474.93,2430.01,2430.01,2430.01,15030100000
2017-08-04,2476.88,2490.87,2437.75,2438.21,2438.21,16469370000
2017-07-28,2469.12,2480.38,2464.66,2472.16,2472.16,17398600000
2017-07-21,2467.40,2484.04,2459.93,2475.42,2475.42,17836730000
2017-07-14,2449.16,2477.62,2446.69,2473.45,2473.45,14800760000
2017-07-07,2413.52,2449.32,2412.79,2447.83,2447.83,15293480000
2017-06-30,2429.20,2439.17,2407.70,2409.75,2409.75,12004370000
2017-06-23,2434.65,2450.42,2405.70,2419.70,2419.70,19440430000
2017-06-16,2431.24,2453.82,2422.88,2434.50,2434.50,19070000000
2017-06-09,2436.39,2446.20,2415.70,2432.46,2432.46,18270560000
2017-06-02,2431.28,2440.23,2424.75,2433.79,2433.79,17071170000
2017-05-26,2414.50,2430.06,2403.59,2430.06,2430.06,14391450000
2017-05-19,2371.37,2418.71,2370.43,2415.07,2415.07,17152290000
2017-05-12,2392.44,2405.77,2352.72,2365.72,2365.72,18700710000
2017-05-05,2392.37,2403.87,2381.74,2394.44,2394.44,18008150000
2017-04-28,2393.68,2394.49,2379.75,2389.52,2389.52,19048830000
2017-04-21,2354.74,2398.16,2344.51,2388.77,2388.77,19452440000
2017-04-14,2332.62,2361.37,2332.51,2355.84,2355.84,13269250000
2017-04-07,2356.59,2366.37,2328.95,2328.95,2328.95,15315850000
2017-03-31,2364.82,2378.36,2344.73,2357.49,2357.49,16967710000
2017-03-24,2350.42,2370.42,2322.25,2368.06,2368.06,15857300000
2017-03-17,2383.71,2385.71,2336.45,2345.96,2345.96,19357830000
2017-03-10,2372.52,2390.01,2358.18,2381.38,2381.38,17053180000
2017-03-03,2380.92,2383.89,2354.54,2364.87,2364.87,17867300000
2017-02-24,2355.73,2400.98,2352.87,2381.92,2381.92,19801210000
2017-02-17,2343.01,2368.26,2339.58,2363.81,2363.81,14599290000
2017-02-10,2312.27,2351.31,2311.10,2347.22,2347.22,17838780000
2017-02-03,2288.54,2311.08,2285.38,2307.87,2307.87,17464370000
2017-01-27,2299.02,2299.02,2267.21,2280.85,2280.85,18551140000
2017-01-20,2269.96,2300.99,2257.02,2296.68,2296.68,17969890000
2017-01-13,2272.74,2278.68,2258.41,2263.69,2263.69,13163690000
2017-01-06,2271.14,2282.10,2254.25,2270.44,2270.44,17293670000
2016-12-30,2251.61,2272.82,2233.62,2269.00,2269.00,13998530000
2016-12-23,2260.25,2273.82,2244.56,2249.26,2249.26,8752410000
2016-12-16,2266.81,2272.56,2254.24,2260.96,2260.96,18223620000
2016-12-09,2249.73,2277.53,2248.44,2262.03,2262.03,20383970000
2016-12-02,2191.12,2251.69,2188.37,2246.19,2246.19,20245530000
2016-11-25,2206.27,2214.10,2187.44,2191.08,2191.08,19414750000
2016-11-18,2186.85,2204.80,2180.38,2204.72,2204.72,14572770000
2016-11-11,2162.71,2188.06,2152.49,2187.12,2187.12,22575400000
2016-11-04,2083.79,2182.30,2083.79,2167.48,2167.48,24229520000
2016-10-28,2132.23,2140.72,2085.23,2088.66,2088.66,20675240000
2016-10-21,2139.43,2154.79,2130.09,2133.04,2133.04,18560060000
2016-10-14,2139.68,2149.19,2124.43,2141.34,2141.34,15897600000
2016-10-07,2164.19,2169.60,2114.72,2132.55,2132.55,16351340000
2016-09-30,2156.51,2175.30,2144.01,2160.77,2160.77,18310500000
2016-09-23,2173.29,2173.75,2141.55,2151.13,2151.13,17979870000
2016-09-16,2146.48,2179.99,2131.20,2177.18,2177.18,18482870000
2016-09-09,2169.08,2169.08,2119.12,2147.26,2147.26,19423930000
2016-09-02,2177.49,2187.87,2173.59,2181.30,2181.30,13586030000
2016-08-26,2175.10,2187.94,2157.09,2170.86,2170.86,16162430000
2016-08-19,2184.24,2193.42,2169.74,2172.47,2172.47,15021430000
2016-08-12,2183.74,2193.81,2168.50,2187.02,2187.02,15965070000
2016-08-05,2168.79,2188.45,2168.79,2185.79,2185.79,17003030000
2016-07-29,2168.83,2178.29,2147.58,2164.25,2164.25,18889310000
2016-07-22,2166.47,2175.11,2159.07,2170.06,2170.06,17182610000
2016-07-15,2165.13,2175.63,2155.79,2165.17,2165.17,15751010000
2016-07-08,2106.97,2168.99,2106.97,2163.75,2163.75,17926590000
2016-07-01,2099.34,2109.08,2074.02,2097.90,2097.90,14631200000
2016-06-24,2103.81,2103.81,1991.68,2098.86,2098.86,26279040000
2016-06-17,2078.20,2113.32,2062.84,2113.32,2113.32,18119050000
2016-06-10,2109.57,2109.57,2050.37,2077.99,2077.99,17839810000
2016-06-03,2104.07,2120.55,2085.36,2115.48,2115.48,17456910000
2016-05-27,2090.06,2105.26,2085.10,2105.26,2105.26,14751450000
2016-05-20,2041.88,2094.73,2041.88,2090.10,2090.10,17280620000
2016-05-13,2062.50,2071.88,2025.91,2040.04,2040.04,19138290000
2016-05-06,2047.77,2084.87,2039.45,2064.11,2064.11,18789540000
2016-04-29,2071.82,2083.42,2045.55,2050.63,2050.63,20786310000
2016-04-22,2091.49,2099.89,2071.62,2075.81,2075.81,19077460000
2016-04-15,2083.10,2111.05,2073.65,2091.48,2091.48,19275330000
2016-04-08,2045.54,2087.84,2039.74,2082.78,2082.78,19124810000
2016-04-01,2056.62,2075.07,2033.80,2041.91,2041.91,18942670000
2016-03-25,2037.89,2072.21,2028.31,2059.74,2059.74,13937010000
2016-03-18,2041.16,2056.60,2022.49,2035.94,2035.94,20345430000
2016-03-11,1994.71,2046.24,1994.71,2040.59,2040.59,19714250000
2016-03-04,1994.01,2009.13,1969.25,1989.57,1989.57,24074670000
2016-02-26,1954.95,1993.69,1931.81,1993.40,1993.40,23504750000
2016-02-19,1916.74,1951.83,1891.00,1951.70,1951.70,20523670000
2016-02-12,1833.40,1930.68,1833.40,1917.83,1917.83,18715620000
2016-02-05,1913.07,1913.07,1810.10,1829.08,1829.08,25721590000
2016-01-29,1894.00,1947.20,1872.23,1915.45,1915.45,24649560000
2016-01-22,1877.40,1916.99,1872.70,1893.36,1893.36,23108130000
2016-01-15,1916.68,1916.68,1812.29,1868.99,1868.99,21891690000
2016-01-08,1945.97,1960.40,1878.93,1921.84,1921.84,24487630000
2016-01-01,2038.20,2038.20,1938.83,1943.09,1943.09,17424750000
